src_url,english_names,japanese_names
"https://en.wikipedia.org/wiki/Shiraoi,_Hokkaido",Shiraoi,白老; 白老町
"https://en.wikipedia.org/wiki/Atsuma,_Hokkaido",Atsuma,厚真; 厚真町
"https://en.wikipedia.org/wiki/Abira,_Hokkaido",Abira,安平; 安平町
"https://en.wikipedia.org/wiki/Mukawa,_Hokkaido",Mukawa,むかわ; むかわ町
"https://en.wikipedia.org/wiki/Hidaka,_Hokkaido",Hidaka,日高; 日高町
"https://en.wikipedia.org/wiki/Biratori,_Hokkaido",Biratori,平取; 平取町
"https://en.wikipedia.org/wiki/Niikappu,_Hokkaido",Niikappu,新冠; 新冠町
"https://en.wikipedia.org/wiki/Urakawa,_Hokkaido",Urakawa,浦河; 浦河町
"https://en.wikipedia.org/wiki/Samani,_Hokkaido",Samani,様似; 様似町
"https://en.wikipedia.org/wiki/Erimo,_Hokkaido",Erimo,えりも; えりも町
"https://en.wikipedia.org/wiki/Shinhidaka,_Hokkaido",Shinhidaka,新ひだか; 新ひだか町
"https://en.wikipedia.org/wiki/Matsumae,_Hokkaido",Matsumae,松前; 松前町
"https://en.wikipedia.org/wiki/Fukushima,_Hokkaido",Fukushima,福島; 福島町
"https://en.wikipedia.org/wiki/Shiriuchi,_Hokkaido",Shiriuchi,知内; 知内町
"https://en.wikipedia.org/wiki/Kikonai,_Hokkaido",Kikonai,木古内; 木古内町
"https://en.wikipedia.org/wiki/Nanae,_Hokkaido",Nanae,七飯; 七飯町
"https://en.wikipedia.org/wiki/Shikabe,_Hokkaido",Shikabe,鹿部; 鹿部町
"https://en.wikipedia.org/wiki/Mori,_Hokkaido",Mori,森; 森町
"https://en.wikipedia.org/wiki/Yakumo,_Hokkaido",Yakumo,八雲; 八雲町
"https://en.wikipedia.org/wiki/Oshamambe,_Hokkaido",Oshamambe,長万部; 長万部町
"https://en.wikipedia.org/wiki/Esashi,_Hokkaido_(Hiyama)",Esashi,江差; 江差町
"https://en.wikipedia.org/wiki/Kaminokuni,_Hokkaido",Kaminokuni,上ノ国; 上ノ国町
"https://en.wikipedia.org/wiki/Assabu,_Hokkaido",Assabu,厚沢部; 厚沢部町
"https://en.wikipedia.org/wiki/Otobe,_Hokkaido",Otobe,乙部; 乙部町
"https://en.wikipedia.org/wiki/Okushiri,_Hokkaido",Okushiri,奥尻; 奥尻町
"https://en.wikipedia.org/wiki/Imakane,_Hokkaido",Imakane,今金; 今金町
"https://en.wikipedia.org/wiki/Setana,_Hokkaido",Setana,せたな; せたな町
"https://en.wikipedia.org/wiki/Takasu,_Hokkaido",Takasu,鷹栖; 鷹栖町
"https://en.wikipedia.org/wiki/Higashikagura,_Hokkaido",Higashikagura,東神楽; 東神楽町
"https://en.wikipedia.org/wiki/T%C5%8Dma,_Hokkaido",Tōma,当麻; 当麻町
"https://en.wikipedia.org/wiki/Pippu,_Hokkaido",Pippu,比布; 比布町
"https://en.wikipedia.org/wiki/Aibetsu,_Hokkaido",Aibetsu,愛別; 愛別町
"https://en.wikipedia.org/wiki/Kamikawa,_Hokkaido",Kamikawa,上川; 上川町
"https://en.wikipedia.org/wiki/Higashikawa,_Hokkaido",Higashikawa,東川; 東川町
"https://en.wikipedia.org/wiki/Biei,_Hokkaido",Biei,美瑛; 美瑛町
"https://en.wikipedia.org/wiki/Kamifurano,_Hokkaido",Kamifurano,上富良野; 上富良野町
"https://en.wikipedia.org/wiki/Nakafurano,_Hokkaido",Nakafurano,中富良野; 中富良野町
"https://en.wikipedia.org/wiki/Minamifurano,_Hokkaido",Minamifurano,南富良野; 南富良野町
"https://en.wikipedia.org/wiki/Horokanai,_Hokkaido",Horokanai,幌加内; 幌加内町
"https://en.wikipedia.org/wiki/Wassamu,_Hokkaido",Wassamu,和寒; 和寒町
"https://en.wikipedia.org/wiki/Kenbuchi,_Hokkaido",Kenbuchi,剣淵; 剣淵町
"https://en.wikipedia.org/wiki/Shimokawa,_Hokkaido",Shimokawa,下川; 下川町
"https://en.wikipedia.org/wiki/Bifuka,_Hokkaido",Bifuka,美深; 美深町
"https://en.wikipedia.org/wiki/Nakagawa,_Hokkaido",Nakagawa,中川; 中川町
"https://en.wikipedia.org/wiki/Mashike,_Hokkaido",Mashike,増毛; 増毛町
"https://en.wikipedia.org/wiki/Obira,_Hokkaido",Obira,小平; 小平町
"https://en.wikipedia.org/wiki/Tomamae,_Hokkaido",Tomamae,苫前; 苫前町
"https://en.wikipedia.org/wiki/Haboro,_Hokkaido",Haboro,羽幌; 羽幌町
"https://en.wikipedia.org/wiki/Enbetsu,_Hokkaido",Enbetsu,遠別; 遠別町
"https://en.wikipedia.org/wiki/Teshio,_Hokkaido",Teshio,天塩; 天塩町
"https://en.wikipedia.org/wiki/Hamatonbetsu,_Hokkaido",Hamatonbetsu,浜頓別; 浜頓別町
"https://en.wikipedia.org/wiki/Nakatonbetsu,_Hokkaido",Nakatonbetsu,中頓別; 中頓別町
"https://en.wikipedia.org/wiki/Esashi,_Hokkaido_(S%C5%8Dya)",Esashi,枝幸; 枝幸町
"https://en.wikipedia.org/wiki/Toyotomi,_Hokkaido",Toyotomi,豊富; 豊富町
"https://en.wikipedia.org/wiki/Horonobe,_Hokkaido",Horonobe,幌延; 幌延町
"https://en.wikipedia.org/wiki/Rebun,_Hokkaido",Rebun,礼文; 礼文町
"https://en.wikipedia.org/wiki/Rishiri,_Hokkaido",Rishiri,利尻; 利尻町
"https://en.wikipedia.org/wiki/Rishirifuji,_Hokkaido",Rishirifuji,利尻富士; 利尻富士町
"https://en.wikipedia.org/wiki/Bihoro,_Hokkaido",Bihoro,美幌; 美幌町
"https://en.wikipedia.org/wiki/Tsubetsu,_Hokkaido",Tsubetsu,津別; 津別町
"https://en.wikipedia.org/wiki/%C5%8Czora,_Hokkaido",Ōzora,大空; 大空町
"https://en.wikipedia.org/wiki/Shari,_Hokkaido",Shari,斜里; 斜里町
"https://en.wikipedia.org/wiki/Kiyosato,_Hokkaido",Kiyosato,清里; 清里町
"https://en.wikipedia.org/wiki/Koshimizu,_Hokkaido",Koshimizu,小清水; 小清水町
"https://en.wikipedia.org/wiki/Kunneppu,_Hokkaido",Kunneppu,訓子府; 訓子府町
"https://en.wikipedia.org/wiki/Oketo,_Hokkaido",Oketo,置戸; 置戸町
"https://en.wikipedia.org/wiki/Saroma,_Hokkaido",Saroma,佐呂間; 佐呂間町
"https://en.wikipedia.org/wiki/Engaru,_Hokkaido",Engaru,遠軽; 遠軽町
"https://en.wikipedia.org/wiki/Y%C5%ABbetsu,_Hokkaido",Yūbetsu,湧別; 湧別町
"https://en.wikipedia.org/wiki/Takinoue,_Hokkaido",Takinoue,滝上; 滝上町
"https://en.wikipedia.org/wiki/Okoppe,_Hokkaido",Okoppe,興部; 興部町
"https://en.wikipedia.org/wiki/%C5%8Cmu,_Hokkaido",Ōmu,雄武; 雄武町
"https://en.wikipedia.org/wiki/Otofuke,_Hokkaido",Otofuke,音更; 音更町
"https://en.wikipedia.org/wiki/Shihoro,_Hokkaido",Shihoro,士幌; 士幌町
"https://en.wikipedia.org/wiki/Kamishihoro,_Hokkaido",Kamishihoro,上士幌; 上士幌町
"https://en.wikipedia.org/wiki/Shikaoi,_Hokkaido",Shikaoi,鹿追; 鹿追町
"https://en.wikipedia.org/wiki/Shintoku,_Hokkaido",Shintoku,新得; 新得町
"https://en.wikipedia.org/wiki/Shimizu,_Hokkaido",Shimizu,清水; 清水町
"https://en.wikipedia.org/wiki/Memuro,_Hokkaido",Memuro,芽室; 芽室町
"https://en.wikipedia.org/wiki/Taiki,_Hokkaido",Taiki,大樹; 大樹町
"https://en.wikipedia.org/wiki/Hiroo,_Hokkaido",Hiroo,広尾; 広尾町
"https://en.wikipedia.org/wiki/Makubetsu,_Hokkaido",Makubetsu,幕別; 幕別町
"https://en.wikipedia.org/wiki/Ikeda,_Hokkaido",Ikeda,池田; 池田町
"https://en.wikipedia.org/wiki/Toyokoro,_Hokkaido",Toyokoro,豊頃; 豊頃町
"https://en.wikipedia.org/wiki/Honbetsu,_Hokkaido",Honbetsu,本別; 本別町
"https://en.wikipedia.org/wiki/Ashoro,_Hokkaido",Ashoro,足寄; 足寄町
"https://en.wikipedia.org/wiki/Rikubetsu,_Hokkaido",Rikubetsu,陸別; 陸別町
"https://en.wikipedia.org/wiki/Urahoro,_Hokkaido",Urahoro,浦幌; 浦幌町
"https://en.wikipedia.org/wiki/Kushiro,_Hokkaido_(town)",Kushiro,釧路; 釧路町
"https://en.wikipedia.org/wiki/Akkeshi,_Hokkaido",Akkeshi,厚岸; 厚岸町
"https://en.wikipedia.org/wiki/Hamanaka,_Hokkaido",Hamanaka,浜中; 浜中町
"https://en.wikipedia.org/wiki/Shibecha,_Hokkaido",Shibecha,標茶; 標茶町
"https://en.wikipedia.org/wiki/Teshikaga,_Hokkaido",Teshikaga,弟子屈; 弟子屈町
"https://en.wikipedia.org/wiki/Shiranuka,_Hokkaido",Shiranuka,白糠; 白糠町
"https://en.wikipedia.org/wiki/Betsukai,_Hokkaido",Betsukai,別海; 別海町
"https://en.wikipedia.org/wiki/Nakashibetsu,_Hokkaido",Nakashibetsu,中標津; 中標津町
"https://en.wikipedia.org/wiki/Shibetsu,_Hokkaido_(Nemuro)",Shibetsu,標津; 標津町
"https://en.wikipedia.org/wiki/Rausu,_Hokkaido",Rausu,羅臼; 羅臼町
"https://en.wikipedia.org/wiki/Hiranai,_Aomori",Hiranai,平内; 平内町
"https://en.wikipedia.org/wiki/Imabetsu,_Aomori",Imabetsu,今別; 今別町
"https://en.wikipedia.org/wiki/Sotogahama,_Aomori",Sotogahama,外ヶ浜; 外ヶ浜町
"https://en.wikipedia.org/wiki/Ajigasawa,_Aomori",Ajigasawa,鰺ヶ沢; 鰺ヶ沢町
"https://en.wikipedia.org/wiki/Fukaura,_Aomori",Fukaura,深浦; 深浦町
"https://en.wikipedia.org/wiki/Fujisaki,_Aomori",Fujisaki,藤崎; 藤崎町
"https://en.wikipedia.org/wiki/%C5%8Cwani,_Aomori",Ōwani,大鰐; 大鰐町
"https://en.wikipedia.org/wiki/Itayanagi,_Aomori",Itayanagi,板柳; 板柳町
"https://en.wikipedia.org/wiki/Tsuruta,_Aomori",Tsuruta,鶴田; 鶴田町
"https://en.wikipedia.org/wiki/Nakadomari,_Aomori",Nakadomari,中泊; 中泊町
"https://en.wikipedia.org/wiki/Noheji,_Aomori",Noheji,野辺地; 野辺地町
"https://en.wikipedia.org/wiki/Shichinohe,_Aomori",Shichinohe,七戸; 七戸町
"https://en.wikipedia.org/wiki/Rokunohe,_Aomori",Rokunohe,六戸; 六戸町
"https://en.wikipedia.org/wiki/Yokohama,_Aomori",Yokohama,横浜; 横浜町
"https://en.wikipedia.org/wiki/T%C5%8Dhoku,_Aomori",Tōhoku,東北; 東北町
"https://en.wikipedia.org/wiki/Oirase,_Aomori",Oirase,おいらせ; おいらせ町
"https://en.wikipedia.org/wiki/%C5%8Cma,_Aomori",Ōma,大間; 大間町
"https://en.wikipedia.org/wiki/Sannohe,_Aomori",Sannohe,三戸; 三戸町
"https://en.wikipedia.org/wiki/Gonohe,_Aomori",Gonohe,五戸; 五戸町
"https://en.wikipedia.org/wiki/Takko,_Aomori",Takko,田子; 田子町
"https://en.wikipedia.org/wiki/Nanbu,_Aomori",Nanbu,南部; 南部町
"https://en.wikipedia.org/wiki/Hashikami,_Aomori",Hashikami,階上; 階上町
"https://en.wikipedia.org/wiki/Shizukuishi,_Iwate",Shizukuishi,雫石; 雫石町
"https://en.wikipedia.org/wiki/Kuzumaki,_Iwate",Kuzumaki,葛巻; 葛巻町
"https://en.wikipedia.org/wiki/Iwate,_Iwate",Iwate,岩手; 岩手町
"https://en.wikipedia.org/wiki/Shiwa,_Iwate",Shiwa,紫波; 紫波町
"https://en.wikipedia.org/wiki/Yahaba,_Iwate",Yahaba,矢巾; 矢巾町
"https://en.wikipedia.org/wiki/Nishiwaga,_Iwate",Nishiwaga,西和賀; 西和賀町
"https://en.wikipedia.org/wiki/Kanegasaki,_Iwate",Kanegasaki,金ケ崎; 金ケ崎町
"https://en.wikipedia.org/wiki/Hiraizumi,_Iwate",Hiraizumi,平泉; 平泉町
"https://en.wikipedia.org/wiki/Sumita,_Iwate",Sumita,住田; 住田町
"https://en.wikipedia.org/wiki/%C5%8Ctsuchi,_Iwate",Ōtsuchi,大槌; 大槌町
"https://en.wikipedia.org/wiki/Yamada,_Iwate",Yamada,山田; 山田町
"https://en.wikipedia.org/wiki/Iwaizumi,_Iwate",Iwaizumi,岩泉; 岩泉町
"https://en.wikipedia.org/wiki/Karumai,_Iwate",Karumai,軽米; 軽米町
"https://en.wikipedia.org/wiki/Hirono,_Iwate",Hirono,洋野; 洋野町
"https://en.wikipedia.org/wiki/Ichinohe,_Iwate",Ichinohe,一戸; 一戸町
"https://en.wikipedia.org/wiki/Za%C5%8D,_Miyagi",Zaō,蔵王; 蔵王町
"https://en.wikipedia.org/wiki/Shichikashuku,_Miyagi",Shichikashuku,七ヶ宿; 七ヶ宿町
"https://en.wikipedia.org/wiki/%C5%8Cgawara,_Miyagi",Ōgawara,大河原; 大河原町
"https://en.wikipedia.org/wiki/Murata,_Miyagi",Murata,村田; 村田町
"https://en.wikipedia.org/wiki/Shibata,_Miyagi",Shibata,柴田; 柴田町
"https://en.wikipedia.org/wiki/Kawasaki,_Miyagi",Kawasaki,川崎; 川崎町
"https://en.wikipedia.org/wiki/Marumori,_Miyagi",Marumori,丸森; 丸森町
"https://en.wikipedia.org/wiki/Watari,_Miyagi",Watari,亘理; 亘理町
"https://en.wikipedia.org/wiki/Yamamoto,_Miyagi",Yamamoto,山元; 山元町
"https://en.wikipedia.org/wiki/Matsushima,_Miyagi",Matsushima,松島; 松島町
"https://en.wikipedia.org/wiki/Shichigahama,_Miyagi",Shichigahama,七ヶ浜; 七ヶ浜町
"https://en.wikipedia.org/wiki/Rifu,_Miyagi",Rifu,利府; 利府町
"https://en.wikipedia.org/wiki/Taiwa,_Miyagi",Taiwa,大和; 大和町
"https://en.wikipedia.org/wiki/%C5%8Csato,_Miyagi",Ōsato,大郷; 大郷町
"https://en.wikipedia.org/wiki/Shikama,_Miyagi",Shikama,色麻; 色麻町
"https://en.wikipedia.org/wiki/Kami,_Miyagi",Kami,加美; 加美町
"https://en.wikipedia.org/wiki/Wakuya,_Miyagi",Wakuya,涌谷; 涌谷町
"https://en.wikipedia.org/wiki/Misato,_Miyagi",Misato,美里; 美里町
"https://en.wikipedia.org/wiki/Onagawa,_Miyagi",Onagawa,女川; 女川町
"https://en.wikipedia.org/wiki/Minamisanriku,_Miyagi",Minamisanriku,南三陸; 南三陸町
"https://en.wikipedia.org/wiki/Kosaka,_Akita",Kosaka,小坂; 小坂町
"https://en.wikipedia.org/wiki/Fujisato,_Akita",Fujisato,藤里; 藤里町
"https://en.wikipedia.org/wiki/Mitane,_Akita",Mitane,三種; 三種町
"https://en.wikipedia.org/wiki/Happ%C5%8D,_Akita",Happō,八峰; 八峰町
"https://en.wikipedia.org/wiki/Goj%C5%8Dme,_Akita",Gojōme,五城目; 五城目町
"https://en.wikipedia.org/wiki/Hachir%C5%8Dgata,_Akita",Hachirōgata,八郎潟; 八郎潟町
"https://en.wikipedia.org/wiki/Ikawa,_Akita",Ikawa,井川; 井川町
"https://en.wikipedia.org/wiki/Misato,_Akita",Misato,美郷; 美郷町
"https://en.wikipedia.org/wiki/Ugo,_Akita",Ugo,羽後; 羽後町
"https://en.wikipedia.org/wiki/Yamanobe,_Yamagata",Yamanobe,山辺; 山辺町
"https://en.wikipedia.org/wiki/Nakayama,_Yamagata",Nakayama,中山; 中山町
"https://en.wikipedia.org/wiki/Kahoku,_Yamagata",Kahoku,河北; 河北町
"https://en.wikipedia.org/wiki/Nishikawa,_Yamagata",Nishikawa,西川; 西川町
"https://en.wikipedia.org/wiki/Asahi,_Yamagata_(Nishimurayama)",Asahi,朝日; 朝日町
"https://en.wikipedia.org/wiki/%C5%8Ce,_Yamagata",Ōe,大江; 大江町
"https://en.wikipedia.org/wiki/%C5%8Cishida,_Yamagata",Ōishida,大石田; 大石田町
"https://en.wikipedia.org/wiki/Kaneyama,_Yamagata",Kaneyama,金山; 金山町
"https://en.wikipedia.org/wiki/Mogami,_Yamagata",Mogami,最上; 最上町
"https://en.wikipedia.org/wiki/Funagata,_Yamagata",Funagata,舟形; 舟形町
"https://en.wikipedia.org/wiki/Mamurogawa,_Yamagata",Mamurogawa,真室川; 真室川町
"https://en.wikipedia.org/wiki/Takahata,_Yamagata",Takahata,高畠; 高畠町
"https://en.wikipedia.org/wiki/Kawanishi,_Yamagata",Kawanishi,川西; 川西町
"https://en.wikipedia.org/wiki/Oguni,_Yamagata",Oguni,小国; 小国町
"https://en.wikipedia.org/wiki/Shirataka,_Yamagata",Shirataka,白鷹; 白鷹町
"https://en.wikipedia.org/wiki/Iide,_Yamagata",Iide,飯豊; 飯豊町
"https://en.wikipedia.org/wiki/Mikawa,_Yamagata",Mikawa,三川; 三川町
"https://en.wikipedia.org/wiki/Sh%C5%8Dnai,_Yamagata",Shōnai,庄内; 庄内町
"https://en.wikipedia.org/wiki/Yuza,_Yamagata",Yuza,遊佐; 遊佐町
"https://en.wikipedia.org/wiki/Koori,_Fukushima",Koori,桑折; 桑折町
"https://en.wikipedia.org/wiki/Kunimi,_Fukushima",Kunimi,国見; 国見町
"https://en.wikipedia.org/wiki/Kawamata,_Fukushima",Kawamata,川俣; 川俣町
"https://en.wikipedia.org/wiki/Kagamiishi,_Fukushima",Kagamiishi,鏡石; 鏡石町
"https://en.wikipedia.org/wiki/Shimog%C5%8D,_Fukushima",Shimogō,下郷; 下郷町
"https://en.wikipedia.org/wiki/Tadami,_Fukushima",Tadami,只見; 只見町
"https://en.wikipedia.org/wiki/Minamiaizu,_Fukushima",Minamiaizu,南会津; 南会津町
"https://en.wikipedia.org/wiki/Nishiaizu,_Fukushima",Nishiaizu,西会津; 西会津町
"https://en.wikipedia.org/wiki/Bandai,_Fukushima",Bandai,磐梯; 磐梯町
"https://en.wikipedia.org/wiki/Inawashiro,_Fukushima",Inawashiro,猪苗代; 猪苗代町
"https://en.wikipedia.org/wiki/Aizubange,_Fukushima",Aizubange,会津坂下; 会津坂下町
"https://en.wikipedia.org/wiki/Yanaizu,_Fukushima",Yanaizu,柳津; 柳津町
"https://en.wikipedia.org/wiki/Mishima,_Fukushima",Mishima,三島; 三島町
"https://en.wikipedia.org/wiki/Kaneyama,_Fukushima",Kaneyama,金山; 金山町
"https://en.wikipedia.org/wiki/Aizumisato,_Fukushima",Aizumisato,会津美里; 会津美里町
"https://en.wikipedia.org/wiki/Yabuki,_Fukushima",Yabuki,矢吹; 矢吹町
"https://en.wikipedia.org/wiki/Tanagura,_Fukushima",Tanagura,棚倉; 棚倉町
"https://en.wikipedia.org/wiki/Yamatsuri,_Fukushima",Yamatsuri,矢祭; 矢祭町
"https://en.wikipedia.org/wiki/Hanawa,_Fukushima",Hanawa,塙; 塙町
"https://en.wikipedia.org/wiki/Ishikawa,_Fukushima",Ishikawa,石川; 石川町
"https://en.wikipedia.org/wiki/Asakawa,_Fukushima",Asakawa,浅川; 浅川町
"https://en.wikipedia.org/wiki/Furudono,_Fukushima",Furudono,古殿; 古殿町
"https://en.wikipedia.org/wiki/Miharu,_Fukushima",Miharu,三春; 三春町
"https://en.wikipedia.org/wiki/Ono,_Fukushima",Ono,小野; 小野町
"https://en.wikipedia.org/wiki/Hirono,_Fukushima",Hirono,広野; 広野町
"https://en.wikipedia.org/wiki/Naraha,_Fukushima",Naraha,楢葉; 楢葉町
"https://en.wikipedia.org/wiki/Tomioka,_Fukushima",Tomioka,富岡; 富岡町
"https://en.wikipedia.org/wiki/%C5%8Ckuma,_Fukushima",Ōkuma,大熊; 大熊町
"https://en.wikipedia.org/wiki/Futaba,_Fukushima",Futaba,双葉; 双葉町
"https://en.wikipedia.org/wiki/Namie,_Fukushima",Namie,浪江; 浪江町
"https://en.wikipedia.org/wiki/Shinchi,_Fukushima",Shinchi,新地; 新地町
"https://en.wikipedia.org/wiki/Ibaraki,_Ibaraki",Ibaraki,茨城; 茨城町
"https://en.wikipedia.org/wiki/%C5%8Carai,_Ibaraki",Ōarai,大洗; 大洗町
"https://en.wikipedia.org/wiki/Shirosato,_Ibaraki",Shirosato,城里; 城里町
"https://en.wikipedia.org/wiki/Daigo,_Ibaraki",Daigo,大子; 大子町
"https://en.wikipedia.org/wiki/Ami,_Ibaraki",Ami,阿見; 阿見町
"https://en.wikipedia.org/wiki/Kawachi,_Ibaraki",Kawachi,河内; 河内町
"https://en.wikipedia.org/wiki/Yachiyo,_Ibaraki",Yachiyo,八千代; 八千代町
"https://en.wikipedia.org/wiki/Goka,_Ibaraki",Goka,五霞; 五霞町
"https://en.wikipedia.org/wiki/Sakai,_Ibaraki",Sakai,境; 境町
"https://en.wikipedia.org/wiki/Tone,_Ibaraki",Tone,利根; 利根町
"https://en.wikipedia.org/wiki/Kaminokawa,_Tochigi",Kaminokawa,上三川; 上三川町
"https://en.wikipedia.org/wiki/Mashiko,_Tochigi",Mashiko,益子; 益子町
"https://en.wikipedia.org/wiki/Motegi,_Tochigi",Motegi,茂木; 茂木町
"https://en.wikipedia.org/wiki/Ichikai,_Tochigi",Ichikai,市貝; 市貝町
"https://en.wikipedia.org/wiki/Haga,_Tochigi",Haga,芳賀; 芳賀町
"https://en.wikipedia.org/wiki/Mibu,_Tochigi",Mibu,壬生; 壬生町
"https://en.wikipedia.org/wiki/Nogi,_Tochigi",Nogi,野木; 野木町
"https://en.wikipedia.org/wiki/Shioya,_Tochigi",Shioya,塩谷; 塩谷町
"https://en.wikipedia.org/wiki/Takanezawa,_Tochigi",Takanezawa,高根沢; 高根沢町
"https://en.wikipedia.org/wiki/Nasu,_Tochigi",Nasu,那須; 那須町
"https://en.wikipedia.org/wiki/Nakagawa,_Tochigi",Nakagawa,那珂川; 那珂川町
"https://en.wikipedia.org/wiki/Yoshioka,_Gunma",Yoshioka,吉岡; 吉岡町
"https://en.wikipedia.org/wiki/Kanna,_Gunma",Kanna,神流; 神流町
"https://en.wikipedia.org/wiki/Shimonita,_Gunma",Shimonita,下仁田; 下仁田町
"https://en.wikipedia.org/wiki/Kanra,_Gunma",Kanra,甘楽; 甘楽町
"https://en.wikipedia.org/wiki/Nakanoj%C5%8D,_Gunma",Nakanojō,中之条; 中之条町
"https://en.wikipedia.org/wiki/Naganohara,_Gunma",Naganohara,長野原; 長野原町
"https://en.wikipedia.org/wiki/Kusatsu,_Gunma",Kusatsu,草津; 草津町
"https://en.wikipedia.org/wiki/Higashiagatsuma,_Gunma",Higashiagatsuma,東吾妻; 東吾妻町
"https://en.wikipedia.org/wiki/Minakami,_Gunma",Minakami,みなかみ; みなかみ町
"https://en.wikipedia.org/wiki/Tamamura,_Gunma",Tamamura,玉村; 玉村町
"https://en.wikipedia.org/wiki/Itakura,_Gunma",Itakura,板倉; 板倉町
"https://en.wikipedia.org/wiki/Meiwa,_Gunma",Meiwa,明和; 明和町
"https://en.wikipedia.org/wiki/Chiyoda,_Gunma",Chiyoda,千代田; 千代田町
"https://en.wikipedia.org/wiki/%C5%8Cizumi,_Gunma",Ōizumi,大泉; 大泉町
"https://en.wikipedia.org/wiki/%C5%8Cra,_Gunma",Ōra,邑楽; 邑楽町
"https://en.wikipedia.org/wiki/Ina,_Saitama",Ina,伊奈; 伊奈町
"https://en.wikipedia.org/wiki/Miyoshi,_Saitama",Miyoshi,三芳; 三芳町
"https://en.wikipedia.org/wiki/Moroyama,_Saitama",Moroyama,毛呂山; 毛呂山町
"https://en.wikipedia.org/wiki/Ogose,_Saitama",Ogose,越生; 越生町
"https://en.wikipedia.org/wiki/Namegawa,_Saitama",Namegawa,滑川; 滑川町
"https://en.wikipedia.org/wiki/Ranzan,_Saitama",Ranzan,嵐山; 嵐山町
"https://en.wikipedia.org/wiki/Ogawa,_Saitama",Ogawa,小川; 小川町
"https://en.wikipedia.org/wiki/Kawajima,_Saitama",Kawajima,川島; 川島町
"https://en.wikipedia.org/wiki/Yoshimi,_Saitama",Yoshimi,吉見; 吉見町
"https://en.wikipedia.org/wiki/Hatoyama,_Saitama",Hatoyama,鳩山; 鳩山町
"https://en.wikipedia.org/wiki/Tokigawa,_Saitama",Tokigawa,ときがわ; ときがわ町
"https://en.wikipedia.org/wiki/Yokoze,_Saitama",Yokoze,横瀬; 横瀬町
"https://en.wikipedia.org/wiki/Minano,_Saitama",Minano,皆野; 皆野町
"https://en.wikipedia.org/wiki/Nagatoro,_Saitama",Nagatoro,長瀞; 長瀞町
